Id;Nº MOJON;AUX_FOTOGRAFÍA;FOTOGRAFÍA;AUX_ORTOFOTOGRAFÍA;ORTOFOGRAFIA;PARCELA;MONTE;Nº CUP;TÉRMINO MUNICIPAL;PROVINCIA;PERTENENCIA;LONGITUD (GRADOS);LATITUD (GRADOS);X (ETRS89);Y (ETRS89);ZElipsoide;CATEGORÍA;ESTADO;OBSERVACIONES
1;1;C:/LIBRO MOJONES/01.jpg;C:/LIBRO MOJONES/01.jpg;C:/LIBRO MOJONES/ORTO_10-1.jpg;C:/LIBRO MOJONES/ORTO_10-1.jpg;;DEHESA DE LA CRUZ DE LOS LLANOS;3710910000000010;COLMENAR DE MONTEMAYOR;SALAMANCA;AYTO. DE COLMENAR DE MONTEMAYOR;-5,93298104857;40,4225577181;251174,155;4478790,274;907,187;M2;BUENO;
